3.76991 0.502655  -2.55348
3.76991 0.753982  -0.88862
3.76991 1.00531  3.335072
3.76991 1.25664  9.59777
3.76991 1.50796  13.7173
3.76991 1.75929  9.5968
3.76991 2.01062  -1.30686
3.76991 2.26195  -4.05397
3.76991 2.51327  8.00816
3.76991 2.7646  9.91768
3.76991 3.01593  -5.13605
3.76991 3.26726  2.65183
3.76991 3.51858  8.80476
3.76991 3.76991  -7.347
3.76991 4.02124  9.00526
3.76991 4.27257  -4.6493
3.76991 4.52389  4.39257
3.76991 4.77522  -3.54213
3.76991 5.02655  4.25212
3.76991 5.27788  -7.4425
3.76991 5.5292  7.44969
3.76991 5.78053  -10.0842
3.76991 6.03186  1.57847
3.76991 6.28319  2.153488
4.02124 0  -2.87832
4.02124 0.251327  -3.10269
4.02124 0.502655  -2.89845
4.02124 0.753982  -1.23263
4.02124 1.00531  2.9923995
4.02124 1.25664  9.25681
4.02124 1.50796  13.3784
4.02124 1.75929  9.26042
4.02124 2.01062  -1.64039
4.02124 2.26195  -4.38428
4.02124 2.51327  7.68142
4.02124 2.7646  9.59489
4.02124 3.01593  -5.45456
4.02124 3.26726  2.337967
4.02124 3.51858  8.49588
4.02124 3.76991  -7.6506
4.02124 4.02124  8.70735
4.02124 4.27257  -4.94123
4.02124 4.52389  4.10693
4.02124 4.77522  -3.82118
4.02124 5.02655  3.979957
4.02124 5.27788  -7.7074
4.02124 5.5292  7.19216
4.02124 5.78053  -10.334
4.02124 6.03186  1.33667
4.02124 6.28319  1.91992
4.27257 0  -3.22795
4.27257 0.251327  -3.45212
4.27257 0.502655  -3.24729
4.27257 0.753982  -1.58049
4.27257 1.00531  2.645919
4.27257 1.25664  8.9121
4.27257 1.50796  13.0359
4.27257 1.75929  8.92039
4.27257 2.01062  -1.9775
4.27257 2.26195  -4.71809
4.27257 2.51327  7.35128
4.27257 2.7646  9.26878
4.27257 3.01593  -5.77626
4.27257 3.26726  2.021021
4.27257 3.51858  8.18404
4.27257 3.76991  -7.957
4.27257 4.02124  8.40676
4.27257 4.27257  -5.23571
4.27257 4.52389  3.818891
4.27257 4.77522  -4.10246
4.27257 5.02655  3.705735
4.27257 5.27788  -7.9743
4.27257 5.5292  6.93293
4.27257 5.78053  -10.5853
4.27257 6.03186  1.09353
4.27257 6.28319  1.68522
4.52389 0  -3.58116
4.52389 0.251327  -3.80513
4.52389 0.502655  -3.5997
4.52389 0.753982  -1.93189
4.52389 1.00531  2.295927
4.52389 1.25664  8.56391
4.52389 1.50796  12.68989
4.52389 1.75929  8.57701
4.52389 2.01062  -2.31789
4.52389 2.26195  -5.05511
4.52389 2.51327  7.01802
4.52389 2.7646  8.93965
4.52389 3.01593  -6.10089
4.52389 3.26726  1.70126
4.52389 3.51858  7.86951
4.52389 3.76991  -8.2659
4.52389 4.02124  8.10373
4.52389 4.27257  -5.53247
4.52389 4.52389  3.528714
4.52389 4.77522  -4.38573
4.52389 5.02655  3.429686
4.52389 5.27788  -8.2428
4.52389 5.5292  6.67221
4.52389 5.78053  -10.838
4.52389 6.03186  0.84927
4.52389 6.28319  1.44958
4.77522 0  -3.93766
4.77522 0.251327  -4.16142
4.77522 0.502655  -3.95537
4.77522 0.753982  -2.28653
4.77522 1.00531  1.94272
4.77522 1.25664  8.21256
4.77522 1.50796  12.34079
4.77522 1.75929  8.23056
4.77522 2.01062  -2.66129
4.77522 2.26195  -5.39506
4.77522 2.51327  6.68191
4.77522 2.7646  8.60777
4.77522 3.01593  -6.42817
4.77522 3.26726  1.37896
4.77522 3.51858  7.55255
4.77522 3.76991  -8.5772
4.77522 4.02124  7.79853
4.77522 4.27257  -5.83128
4.77522 4.52389  3.236641
4.77522 4.77522  -4.67075
4.77522 5.02655  3.152044
4.77522 5.27788  -8.5128
4.77522 5.5292  6.41023
4.77522 5.78053  -11.0917
4.77522 6.03186  0.60408
4.77522 6.28319  1.21319
5.02655 0  -4.29714
5.02655 0.251327  -4.52069
5.02655 0.502655  -4.31401
5.02655 0.753982  -2.64412
5.02655 1.00531  1.58661
5.02655 1.25664  7.85833
5.02655 1.50796  11.98886
5.02655 1.75929  7.88135
5.02655 2.01062  -3.00739
5.02655 2.26195  -5.73763
5.02655 2.51327  6.34325
5.02655 2.7646  8.27342
5.02655 3.01593  -6.75781
5.02655 3.26726  1.05439
5.02655 3.51858  7.23344
5.02655 3.76991  -8.8905
5.02655 4.02124  7.49141
5.02655 4.27257  -6.13187
5.02655 4.52389  2.9429193
5.02655 4.77522  -4.95727
5.02655 5.02655  2.873045
5.02655 5.27788  -8.784
5.02655 5.5292  6.1472
5.02655 5.78053  -11.3463
5.02655 6.03186  0.35818
5.02655 6.28319  0.97626
5.27788 0  -4.65928
5.27788 0.251327  -4.88262
5.27788 0.502655  -4.6753
5.27788 0.753982  -3.00433
5.27788 1.00531  1.22789
5.27788 1.25664  7.50153
5.27788 1.50796  11.63441
5.27788 1.75929  7.52966
5.27788 2.01062  -3.35589
5.27788 2.26195  -6.08255
5.27788 2.51327  6.00234
5.27788 2.7646  7.9369
5.27788 3.01593  -7.0895
5.27788 3.26726  0.72784
5.27788 3.51858  6.91244
5.27788 3.76991  -9.2056
5.27788 4.02124  7.18264
5.27788 4.27257  -6.43399
5.27788 4.52389  2.647801
5.27788 4.77522  -5.24505
5.27788 5.02655  2.592925
5.27788 5.27788  -9.0561
5.27788 5.5292  5.88334
5.27788 5.78053  -11.6016
5.27788 6.03186  0.11177
5.27788 6.28319  0.73898
5.5292 0  -5.02378
5.5292 0.251327  -5.2469
5.5292 0.502655  -5.03892
5.5292 0.753982  -3.36687
5.5292 1.00531  0.86688
5.5292 1.25664  7.14249
5.5292 1.50796  11.27775
5.5292 1.75929  7.17582
5.5292 2.01062  -3.7065
5.5292 2.26195  -6.4295
5.5292 2.51327  5.65945
5.5292 2.7646  7.59849
5.5292 3.01593  -7.4231
5.5292 3.26726  0.39958
5.5292 3.51858  6.58984
5.5292 3.76991  -9.5221
5.5292 4.02124  6.87248
5.5292 4.27257  -6.73737
5.5292 4.52389  2.351538
5.5292 4.77522  -5.53385
5.5292 5.02655  2.311924
5.5292 5.27788  -9.329
5.5292 5.5292  5.61889
5.5292 5.78053  -11.8573
5.5292 6.03186  -0.13494
5.5292 6.28319  0.50156
5.78053 0  -5.39032
5.78053 0.251327  -5.61322
5.78053 0.502655  -5.40457
5.78053 0.753982  -3.73141
5.78053 1.00531  0.5039
5.78053 1.25664  6.78149
5.78053 1.50796  10.91919
5.78053 1.75929  6.82012
5.78053 2.01062  -4.0589
5.78053 2.26195  -6.77819
5.78053 2.51327  5.3149
5.78053 2.7646  7.25849
5.78053 3.01593  -7.7581
5.78053 3.26726  0.0699
5.78053 3.51858  6.26591
5.78053 3.76991  -9.8399
5.78053 4.02124  6.56121
5.78053 4.27257  -7.0418
5.78053 4.52389  2.054385
5.78053 4.77522  -5.82341
5.78053 5.02655  2.030284
5.78053 5.27788  -9.6024
5.78053 5.5292  5.35407
5.78053 5.78053  -12.1132
5.78053 6.03186  -0.38174
5.78053 6.28319  0.2642
6.03186 0  -5.75858
6.03186 0.251327  -5.98125
6.03186 0.502655  -5.77193
6.03186 0.753982  -4.09763
6.03186 1.00531  0.13925
6.03186 1.25664  6.41887
6.03186 1.50796  10.55903
6.03186 1.75929  6.46287
6.03186 2.01062  -4.41281
6.03186 2.26195  -7.1283
6.03186 2.51327  4.96898
6.03186 2.7646  6.9172
6.03186 3.01593  -8.0944
6.03186 3.26726  -0.26091
6.03186 3.51858  5.94094
6.03186 3.76991  -10.1586
6.03186 4.02124  6.24909
6.03186 4.27257  -7.3469
6.03186 4.52389  1.7566
6.03186 4.77522  -6.1135
6.03186 5.02655  1.74825
6.03186 5.27788  -9.876
6.03186 5.5292  5.0891
6.03186 5.78053  -12.3692
6.03186 6.03186  -0.62841
6.03186 6.28319  0.0271
6.28319 0  -6.12823
6.28319 0.251327  -6.35068
6.28319 0.502655  -6.14066
6.28319 0.753982  -4.46522
6.28319 1.00531  -0.22674
6.28319 1.25664  6.05493
6.28319 1.50796  10.1976
6.28319 1.75929  6.10439
6.28319 2.01062  -4.76789
6.28319 2.26195  -7.4796
6.28319 2.51327  4.62199
6.28319 2.7646  6.5749
6.28319 3.01593  -8.4316
6.28319 3.26726  -0.59258
6.28319 3.51858  5.6152
6.28319 3.76991  -10.4781
6.28319 4.02124  5.93638
6.28319 4.27257  -7.6525
6.28319 4.52389  1.45844
6.28319 4.77522  -6.40385
6.28319 5.02655  1.46605
6.28319 5.27788  -10.1497
6.28319 5.5292  4.82421
6.28319 5.78053  -12.625
6.28319 6.03186  -0.87476
6.28319 6.28319  -0.20954
