0	0	1.24
0.1	0	100.326
0.2	0	268.423
0.3	0	222.18
0.4	0	313.195
0.5	0	353.857
0.6	0	52.5163
0.7	0	254.433
0.8	0	-57.1614
0.9	0	-247.447
1	0	29.2423
1.1	0	-529.284
1.2	0	-190.943
1.3	0	-112.981
1.4	0	-514.659
1.5	0	290.154
1.6	0	-123.58
1.7	0	23.636
1.8	0	668.838
1.9	0	-163.127
2	0	585.528
0	0.1	284.919
0.1	0.1	384.005
0.2	0.1	552.102
0.3	0.1	505.858
0.4	0.1	596.874
0.5	0.1	637.535
0.6	0.1	336.195
0.7	0.1	538.112
0.8	0.1	226.517
0.9	0.1	36.2317
1	0.1	312.921
1.1	0.1	-245.606
1.2	0.1	92.7353
1.3	0.1	170.698
1.4	0.1	-230.981
1.5	0.1	573.833
1.6	0.1	160.098
1.7	0.1	307.315
1.8	0.1	952.517
1.9	0.1	120.552
2	0.1	869.207
0	0.2	468.334
0.1	0.2	567.42
0.2	0.2	735.517
0.3	0.2	689.273
0.4	0.2	780.289
0.5	0.2	820.95
0.6	0.2	519.61
0.7	0.2	721.527
0.8	0.2	409.932
0.9	0.2	219.647
1	0.2	496.336
1.1	0.2	-62.1904
1.2	0.2	276.151
1.3	0.2	354.113
1.4	0.2	-47.5655
1.5	0.2	757.248
1.6	0.2	343.514
1.7	0.2	490.73
1.8	0.2	1135.93
1.9	0.2	303.967
2	0.2	1052.62
0	0.3	472.172
0.1	0.3	571.258
0.2	0.3	739.355
0.3	0.3	693.111
0.4	0.3	784.127
0.5	0.3	824.788
0.6	0.3	523.448
0.7	0.3	725.365
0.8	0.3	413.77
0.9	0.3	223.485
1	0.3	500.174
1.1	0.3	-58.3527
1.2	0.3	279.988
1.3	0.3	357.951
1.4	0.3	-43.7278
1.5	0.3	761.086
1.6	0.3	347.351
1.7	0.3	494.568
1.8	0.3	1139.77
1.9	0.3	307.805
2	0.3	1056.46
0	0.4	369.565
0.1	0.4	468.652
0.2	0.4	636.749
0.3	0.4	590.505
0.4	0.4	681.521
0.5	0.4	722.182
0.6	0.4	420.842
0.7	0.4	622.758
0.8	0.4	311.164
0.9	0.4	120.879
1	0.4	397.568
1.1	0.4	-160.959
1.2	0.4	177.382
1.3	0.4	255.345
1.4	0.4	-146.334
1.5	0.4	658.48
1.6	0.4	244.745
1.7	0.4	391.961
1.8	0.4	1037.16
1.9	0.4	205.199
2	0.4	953.854
0	0.5	49.4254
0.1	0.5	148.512
0.2	0.5	316.609
0.3	0.5	270.365
0.4	0.5	361.381
0.5	0.5	402.042
0.6	0.5	100.702
0.7	0.5	302.618
0.8	0.5	-8.97598
0.9	0.5	-199.261
1	0.5	77.4277
1.1	0.5	-481.099
1.2	0.5	-142.758
1.3	0.5	-64.7955
1.4	0.5	-466.474
1.5	0.5	338.34
1.6	0.5	-75.3948
1.7	0.5	71.8214
1.8	0.5	717.024
1.9	0.5	-114.941
2	0.5	633.714
0	0.6	-253.539
0.1	0.6	-154.453
0.2	0.6	13.6442
0.3	0.6	-32.5996
0.4	0.6	58.4162
0.5	0.6	99.0775
0.6	0.6	-202.263
0.7	0.6	-0.34618
0.8	0.6	-311.941
0.9	0.6	-502.226
1	0.6	-225.537
1.1	0.6	-784.063
1.2	0.6	-445.722
1.3	0.6	-367.76
1.4	0.6	-769.438
1.5	0.6	35.3751
1.6	0.6	-378.359
1.7	0.6	-231.143
1.8	0.6	414.059
1.9	0.6	-417.906
2	0.6	330.749
0	0.7	-340.84
0.1	0.7	-241.753
0.2	0.7	-73.6564
0.3	0.7	-119.9
0.4	0.7	-28.8844
0.5	0.7	11.7768
0.6	0.7	-289.564
0.7	0.7	-87.6468
0.8	0.7	-399.241
0.9	0.7	-589.527
1	0.7	-312.838
1.1	0.7	-871.364
1.2	0.7	-533.023
1.3	0.7	-455.061
1.4	0.7	-856.739
1.5	0.7	-51.9255
1.6	0.7	-465.66
1.7	0.7	-318.444
1.8	0.7	326.758
1.9	0.7	-505.206
2	0.7	243.449
0	0.8	-610.527
0.1	0.8	-511.441
0.2	0.8	-343.344
0.3	0.8	-389.588
0.4	0.8	-298.572
0.5	0.8	-257.911
0.6	0.8	-559.251
0.7	0.8	-357.334
0.8	0.8	-668.929
0.9	0.8	-859.214
1	0.8	-582.525
1.1	0.8	-1141.05
1.2	0.8	-802.71
1.3	0.8	-724.748
1.4	0.8	-1126.43
1.5	0.8	-321.613
1.6	0.8	-735.347
1.7	0.8	-588.131
1.8	0.8	57.0711
1.9	0.8	-774.894
2	0.8	-26.2389
0	0.9	-369.201
0.1	0.9	-270.115
0.2	0.9	-102.018
0.3	0.9	-148.262
0.4	0.9	-57.2458
0.5	0.9	-16.5845
0.6	0.9	-317.925
0.7	0.9	-116.008
0.8	0.9	-427.603
0.9	0.9	-617.888
1	0.9	-341.199
1.1	0.9	-899.725
1.2	0.9	-561.384
1.3	0.9	-483.422
1.4	0.9	-885.1
1.5	0.9	-80.2869
1.6	0.9	-494.021
1.7	0.9	-346.805
1.8	0.9	298.397
1.9	0.9	-533.568
2	0.9	215.087
0	1	-8.29206
0.1	1	90.7943
0.2	1	258.891
0.3	1	212.648
0.4	1	303.663
0.5	1	344.325
0.6	1	42.9842
0.7	1	244.901
0.8	1	-66.6934
0.9	1	-256.979
1	1	19.7102
1.1	1	-538.816
1.2	1	-200.475
1.3	1	-122.513
1.4	1	-524.191
1.5	1	280.622
1.6	1	-133.112
1.7	1	14.1039
1.8	1	659.306
1.9	1	-172.659
2	1	575.996
